"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców ujętych w stałym obwodzie w CRW z urzędu na podstawie adresu stałego zameldowania";"Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek";"w tym liczba wyborców posiadających obywatelstwo krajów UE";"w tym liczba wyborców posiadających obywatelstwo UK";"Liczba osób pozbawionych prawa wybierania ogółem";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo krajów UE";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo UK"
"=""300702""";"gm. Brzeziny";"kaliski";"Kalisz";5737;4578;4553;25;0;0;13;0;0
"=""300703""";"gm. Ceków-Kolonia";"kaliski";"Kalisz";4723;3764;3738;26;0;0;7;0;0
"=""300704""";"gm. Godziesze Wielkie";"kaliski";"Kalisz";9911;7744;7695;49;0;0;19;0;0
"=""300705""";"gm. Koźminek";"kaliski";"Kalisz";7447;5975;5960;15;0;0;17;0;0
"=""300706""";"gm. Lisków";"kaliski";"Kalisz";5072;4130;4119;11;0;0;11;0;0
"=""300707""";"gm. Mycielin";"kaliski";"Kalisz";4732;3814;3781;33;0;0;10;0;0
"=""300708""";"gm. Opatówek";"kaliski";"Kalisz";10487;8528;8480;48;0;0;23;0;0
"=""300709""";"gm. Stawiszyn";"kaliski";"Kalisz";6832;5581;5544;37;0;0;15;0;0
"=""300710""";"gm. Szczytniki";"kaliski";"Kalisz";7669;6156;6133;23;0;0;18;0;0
"=""300711""";"gm. Żelazków";"kaliski";"Kalisz";9464;7571;7511;60;0;0;10;0;0
"Powiat kępiński";"";"";"";54513;43614;43393;221;0;0;118;0;0
"=""300801""";"gm. Baranów";"kępiński";"Kalisz";8013;6316;6292;24;0;0;12;0;0
"=""300802""";"gm. Bralin";"kępiński";"Kalisz";6027;4721;4692;29;0;0;15;0;0
"=""300803""";"gm. Kępno";"kępiński";"Kalisz";23108;18661;18563;98;0;0;64;0;0
"=""300804""";"gm. Łęka Opatowska";"kępiński";"Kalisz";5202;4110;4089;21;0;0;9;0;0
"=""300805""";"gm. Perzów";"kępiński";"Kalisz";3665;2951;2935;16;0;0;3;0;0
"=""300806""";"gm. Rychtal";"kępiński";"Kalisz";3624;2942;2919;23;0;0;10;0;0
"=""300807""";"gm. Trzcinica";"kępiński";"Kalisz";4874;3913;3903;10;0;0;5;0;0
"Powiat kolski";"";"";"";82655;67310;67011;299;2;0;241;0;0
"=""300901""";"m. Koło";"kolski";"Konin";19321;16133;16068;65;0;0;86;0;0
"=""300902""";"gm. Babiak";"kolski";"Konin";7593;6135;6086;49;0;0;18;0;0
"=""300903""";"gm. Chodów";"kolski";"Konin";2934;2463;2459;4;0;0;8;0;0
"=""300904""";"gm. Dąbie";"kolski";"Konin";5959;4878;4862;16;1;0;16;0;0
"=""300905""";"gm. Grzegorzew";"kolski";"Konin";5562;4465;4433;32;0;0;16;0;0
"=""300906""";"gm. Kłodawa";"kolski";"Konin";12032;9932;9894;38;0;0;37;0;0
"=""300907""";"gm. Koło";"kolski";"Konin";7868;6239;6208;31;1;0;17;0;0
"=""300908""";"gm. Kościelec";"kolski";"Konin";6779;5383;5352;31;0;0;12;0;0
"=""300909""";"gm. Olszówka";"kolski";"Konin";4328;3520;3516;4;0;0;13;0;0
"=""300910""";"gm. Osiek Mały";"kolski";"Konin";6269;4919;4913;6;0;0;6;0;0
"=""300911""";"gm. Przedecz";"kolski";"Konin";4010;3243;3220;23;0;0;12;0;0
"Powiat koniński";"";"";"";128519;103028;102406;622;1;0;388;0;0
"=""301001""";"gm. Golina";"koniński";"Konin";12107;9773;9714;59;0;0;31;0;0
"=""301002""";"gm. Grodziec";"koniński";"Konin";5043;4028;4002;26;0;0;8;0;0
"=""301003""";"gm. Kazimierz Biskupi";"koniński";"Konin";11416;9220;9179;41;1;0;29;0;0
"=""301004""";"gm. Kleczew";"koniński";"Konin";9689;7908;7869;39;0;0;15;0;0
"=""301005""";"gm. Kramsk";"koniński";"Konin";11463;9112;9069;43;0;0;26;0;0
"=""301006""";"gm. Krzymów";"koniński";"Konin";8182;6434;6394;40;0;0;18;0;0
"=""301007""";"gm. Rychwał";"koniński";"Konin";8063;6517;6467;50;0;0;26;0;0
"=""301008""";"gm. Rzgów";"koniński";"Konin";7208;5796;5773;23;0;0;14;0;0
"=""301009""";"gm. Skulsk";"koniński";"Konin";5889;4788;4723;65;0;0;18;0;0
"=""301010""";"gm. Sompolno";"koniński";"Konin";10198;8209;8191;18;0;0;31;0;0
"=""301011""";"gm. Stare Miasto";"koniński";"Konin";12549;9808;9741;67;0;0;28;0;0
"=""301012""";"gm. Ślesin";"koniński";"Konin";13790;11152;11089;63;0;0;105;0;0
"=""301013""";"gm. Wierzbinek";"koniński";"Konin";7004;5532;5486;46;0;0;25;0;0
"=""301014""";"gm. Wilczyn";"koniński";"Konin";5918;4751;4709;42;0;0;14;0;0
"Powiat kościański";"";"";"";75285;60217;59937;280;1;0;150;0;0
"=""301101""";"m. Kościan";"kościański";"Leszno";21673;17791;17661;130;1;0;39;0;0
"=""301102""";"gm. Czempiń";"kościański";"Leszno";11278;8975;8924;51;0;0;33;0;0
"=""301103""";"gm. Kościan";"kościański";"Leszno";15924;12529;12504;25;0;0;16;0;0
"=""301104""";"gm. Krzywiń";"kościański";"Leszno";9631;7621;7575;46;0;0;38;0;0
"=""301105""";"gm. Śmigiel";"kościański";"Leszno";16779;13301;13273;28;0;0;24;0;0
"Powiat krotoszyński";"";"";"";73564;58769;58618;151;0;0;201;0;0
"=""301201""";"m. Sulmierzyce";"krotoszyński";"Kalisz";2729;2161;2149;12;0;0;9;0;0
"=""301202""";"gm. Kobylin";"krotoszyński";"Kalisz";7841;6196;6178;18;0;0;12;0;0
"=""301203""";"gm. Koźmin Wielkopolski";"krotoszyński";"Kalisz";12684;10189;10172;17;0;0;31;0;0
"=""301204""";"gm. Krotoszyn";"krotoszyński";"Kalisz";37908;30577;30503;74;0;0;73;0;0
"=""301205""";"gm. Rozdrażew";"krotoszyński";"Kalisz";5049;3940;3934;6;0;0;11;0;0
"=""301206""";"gm. Zduny";"krotoszyński";"Kalisz";7353;5706;5682;24;0;0;65;0;0
"Powiat leszczyński";"";"";"";58670;45368;45064;304;2;0;118;0;0
"=""301301""";"gm. Krzemieniewo";"leszczyński";"Leszno";8007;6390;6367;23;1;0;12;0;0
"=""301302""";"gm. Lipno";"leszczyński";"Leszno";9309;6940;6811;129;0;0;15;0;0
"=""301303""";"gm. Osieczna";"leszczyński";"Leszno";9211;7292;7252;40;0;0;25;0;0
"=""301304""";"gm. Rydzyna";"leszczyński";"Leszno";10264;7873;7812;61;0;0;11;0;0
"=""301305""";"gm. Święciechowa";"leszczyński";"Leszno";8316;6448;6439;9;0;0;13;0;0
"=""301306""";"gm. Wijewo";"leszczyński";"Leszno";3771;2869;2845;24;1;0;14;0;0
"=""301307""";"gm. Włoszakowice";"leszczyński";"Leszno";9792;7556;7538;18;0;0;28;0;0
"Powiat międzychodzki";"";"";"";35258;28209;27893;316;2;0;145;0;0
"=""301401""";"gm. Chrzypsko Wielkie";"międzychodzki";"Poznań";3237;2562;2494;68;1;0;4;0;0
"=""301402""";"gm. Kwilcz";"międzychodzki";"Poznań";6278;4910;4795;115;0;0;9;0;0
"=""301403""";"gm. Międzychód";"międzychodzki";"Poznań";17390;14050;13961;89;1;0;111;0;0
"=""301404""";"gm. Sieraków";"międzychodzki";"Poznań";8353;6687;6643;44;0;0;21;0;0
"Powiat nowotomyski";"";"";"";73461;57641;57322;319;3;0;175;0;0
"=""301501""";"gm. Kuślin";"nowotomyski";"Poznań";5221;4109;4080;29;2;0;15;0;0
"=""301502""";"gm. Lwówek";"nowotomyski";"Poznań";8740;6943;6883;60;0;0;20;0;0
"=""301503""";"gm. Miedzichowo";"nowotomyski";"Poznań";3814;2978;2944;34;0;0;10;0;0
"=""301504""";"gm. Nowy Tomyśl";"nowotomyski";"Poznań";26415;20570;20441;129;1;0;53;0;0
"=""301505""";"gm. Opalenica";"nowotomyski";"Poznań";15840;12434;12398;36;0;0;44;0;0
"=""301506""";"gm. Zbąszyń";"nowotomyski";"Poznań";13431;10607;10576;31;0;0;33;0;0
"Powiat obornicki";"";"";"";56189;44346;43959;387;0;0;106;0;0
"=""301601""";"gm. Oborniki";"obornicki";"Poznań";32174;25321;25090;231;0;0;68;0;0
"=""301602""";"gm. Rogoźno";"obornicki";"Poznań";17085;13523;13409;114;0;0;22;0;0
"=""301603""";"gm. Ryczywół";"obornicki";"Poznań";6930;5502;5460;42;0;0;16;0;0
"Powiat ostrowski";"";"";"";154748;124881;124547;334;1;0;405;0;0
"=""301701""";"m. Ostrów Wielkopolski";"ostrowski";"Kalisz";66037;54556;54408;148;1;0;132;0;0
"=""301702""";"gm. Nowe Skalmierzyce";"ostrowski";"Kalisz";15514;12256;12231;25;0;0;33;0;0
"=""301703""";"gm. Odolanów";"ostrowski";"Kalisz";14499;11459;11420;39;0;0;20;0;0
"=""301704""";"gm. Ostrów Wielkopolski";"ostrowski";"Kalisz";19101;15176;15153;23;0;0;37;0;0
"=""301705""";"gm. Przygodzice";"ostrowski";"Kalisz";12243;9720;9689;31;0;0;26;0;0
"=""301706""";"gm. Raszków";"ostrowski";"Kalisz";11528;9125;9118;7;0;0;14;0;0
"=""301707""";"gm. Sieroszewice";"ostrowski";"Kalisz";9486;7501;7486;15;0;0;127;0;0
"=""301708""";"gm. Sośnie";"ostrowski";"Kalisz";6340;5088;5042;46;0;0;16;0;0
"Powiat ostrzeszowski";"";"";"";54106;43162;42879;283;1;0;270;0;0
"=""301801""";"gm. Czajków";"ostrzeszowski";"Kalisz";2519;1984;1971;13;0;0;10;0;0
"=""301802""";"gm. Doruchów";"ostrzeszowski";"Kalisz";5302;4161;4144;17;0;0;10;0;0
"=""301803""";"gm. Grabów nad Prosną";"ostrzeszowski";"Kalisz";7727;6165;6122;43;0;0;18;0;0
"=""301804""";"gm. Kobyla Góra";"ostrzeszowski";"Kalisz";6102;4756;4715;41;0;0;111;0;0
"=""301805""";"gm. Kraszewice";"ostrzeszowski";"Kalisz";3588;2825;2803;22;0;0;16;0;0
"=""301806""";"gm. Mikstat";"ostrzeszowski";"Kalisz";5889;4728;4702;26;0;0;13;0;0
"=""301807""";"gm. Ostrzeszów";"ostrzeszowski";"Kalisz";22979;18543;18422;121;1;0;92;0;0
"Powiat pilski";"";"";"";125568;101874;101098;776;1;0;509;0;0
"=""301901""";"m. Piła";"pilski";"Piła";64856;53728;53239;489;1;0;161;0;0
"=""301902""";"gm. Białośliwie";"pilski";"Piła";4541;3619;3590;29;0;0;8;0;0
"=""301903""";"gm. Kaczory";"pilski";"Piła";7612;6001;5951;50;0;0;62;0;0
"=""301904""";"gm. Łobżenica";"pilski";"Piła";9126;7173;7132;41;0;0;146;0;0
"=""301905""";"gm. Miasteczko Krajeńskie";"pilski";"Piła";3051;2425;2399;26;0;0;5;0;0
"=""301906""";"gm. Szydłowo";"pilski";"Piła";9439;7418;7352;66;0;0;30;0;0
"=""301907""";"gm. Ujście";"pilski";"Piła";7542;6096;6062;34;0;0;19;0;0
"=""301908""";"gm. Wyrzysk";"pilski";"Piła";13121;10452;10432;20;0;0;66;0;0
"=""301909""";"gm. Wysoka";"pilski";"Piła";6280;4962;4941;21;0;0;12;0;0
"Powiat pleszewski";"";"";"";60575;48755;48255;500;1;0;214;0;0
"=""302001""";"gm. Chocz";"pleszewski";"Kalisz";4617;3771;3748;23;0;0;7;0;0
"=""302002""";"gm. Czermin";"pleszewski";"Kalisz";4902;3774;3746;28;0;0;55;0;0
"=""302003""";"gm. Dobrzyca";"pleszewski";"Kalisz";7879;6297;6288;9;0;0;25;0;0
"=""302004""";"gm. Gizałki";"pleszewski";"Kalisz";4516;3587;3522;65;1;0;13;0;0
"=""302005""";"gm. Gołuchów";"pleszewski";"Kalisz";10674;8512;8476;36;0;0;22;0;0
"=""302006""";"gm. Pleszew";"pleszewski";"Kalisz";27987;22814;22475;339;0;0;92;0;0
"Powiat poznański";"";"";"";404584;309809;304377;5432;24;1;552;0;0
"=""302101""";"m. Luboń";"poznański";"Poznań";29419;23455;23279;176;0;0;36;0;0
"=""302102""";"m. Puszczykowo";"poznański";"Poznań";9289;7644;7394;250;0;0;12;0;0
"=""302103""";"gm. Buk";"poznański";"Poznań";12496;9876;9820;56;0;0;31;0;0
"=""302104""";"gm. Czerwonak";"poznański";"Poznań";26417;20943;20672;271;3;0;55;0;0
"=""302105""";"gm. Dopiewo";"poznański";"Poznań";31117;22475;21787;688;2;0;29;0;0
"=""302106""";"gm. Kleszczewo";"poznański";"Poznań";10169;7424;7286;138;0;0;10;0;0
"=""302107""";"gm. Komorniki";"poznański";"Poznań";30883;22407;21891;516;1;0;26;0;0
"=""302108""";"gm. Kostrzyn";"poznański";"Poznań";19057;14839;14696;143;1;0;29;0;0
"=""302109""";"gm. Kórnik";"poznański";"Poznań";32017;23690;23365;325;1;0;24;0;0
"=""302110""";"gm. Mosina";"poznański";"Poznań";32913;25535;25206;329;2;0;64;0;0
"=""302111""";"gm. Murowana Goślina";"poznański";"Poznań";16615;13229;12984;245;3;0;29;0;0
"=""302112""";"gm. Pobiedziska";"poznański";"Poznań";19746;15624;15257;367;1;0;29;0;0
"=""302113""";"gm. Rokietnica";"poznański";"Poznań";20470;15127;14704;423;1;0;23;0;0
"=""302114""";"gm. Stęszew";"poznański";"Poznań";15032;11951;11854;97;1;0;25;0;0
"=""302115""";"gm. Suchy Las";"poznański";"Poznań";18348;13978;13714;264;2;0;16;0;0
"=""302116""";"gm. Swarzędz";"poznański";"Poznań";50294;38898;38293;605;2;0;75;0;0
"=""302117""";"gm. Tarnowo Podgórne";"poznański";"Poznań";30302;22714;22175;539;4;1;39;0;0
"Powiat rawicki";"";"";"";57902;45922;45749;173;1;0;290;0;0
"=""302201""";"gm. Bojanowo";"rawicki";"Leszno";8324;6549;6543;6;0;0;144;0;0
"=""302202""";"gm. Jutrosin";"rawicki";"Leszno";7005;5423;5411;12;0;0;19;0;0
"=""302203""";"gm. Miejska Górka";"rawicki";"Leszno";8981;7154;7122;32;0;0;18;0;0
"=""302204""";"gm. Pakosław";"rawicki";"Leszno";4843;3706;3685;21;0;0;56;0;0
"=""302205""";"gm. Rawicz";"rawicki";"Leszno";28749;23090;22988;102;1;0;53;0;0
"Powiat słupecki";"";"";"";57222;46279;45952;327;1;0;231;0;0
"=""302301""";"m. Słupca";"słupecki";"Konin";12464;10373;10335;38;0;0;31;0;0
"=""302302""";"gm. Lądek";"słupecki";"Konin";5655;4516;4467;49;0;0;13;0;0
"=""302303""";"gm. Orchowo";"słupecki";"Konin";3712;2954;2934;20;0;0;36;0;0
"=""302304""";"gm. Ostrowite";"słupecki";"Konin";4920;3974;3945;29;0;0;6;0;0
"=""302305""";"gm. Powidz";"słupecki";"Konin";2264;1868;1807;61;1;0;13;0;0
"=""302306""";"gm. Słupca";"słupecki";"Konin";9764;7754;7722;32;0;0;18;0;0
"=""302307""";"gm. Strzałkowo";"słupecki";"Konin";9799;7839;7800;39;0;0;86;0;0
"=""302308""";"gm. Zagórów";"słupecki";"Konin";8644;7001;6942;59;0;0;28;0;0
"Powiat szamotulski";"";"";"";88413;70129;69491;638;3;0;262;0;0
"=""302401""";"m. Obrzycko";"szamotulski";"Poznań";2352;1849;1830;19;1;0;4;0;0
"=""302402""";"gm. Duszniki";"szamotulski";"Poznań";9346;7273;7145;128;0;0;25;0;0
"=""302403""";"gm. Kaźmierz";"szamotulski";"Poznań";8873;6870;6829;41;0;0;21;0;0
"=""302404""";"gm. Obrzycko";"szamotulski";"Poznań";4443;3478;3424;54;0;0;11;0;0
"=""302405""";"gm. Ostroróg";"szamotulski";"Poznań";4762;3799;3749;50;1;0;14;0;0
"=""302406""";"gm. Pniewy";"szamotulski";"Poznań";12069;9520;9419;101;0;0;22;0;0
"=""302407""";"gm. Szamotuły";"szamotulski";"Poznań";28463;22824;22698;126;0;0;54;0;0
"=""302408""";"gm. Wronki";"szamotulski";"Poznań";18105;14516;14397;119;1;0;111;0;0
"Powiat średzki";"";"";"";57844;45390;45087;303;1;0;121;0;0
"=""302501""";"gm. Dominowo";"średzki";"Konin";3358;2571;2553;18;0;0;7;0;0
"=""302502""";"gm. Krzykosy";"średzki";"Konin";7141;5524;5509;15;0;0;17;0;0
"=""302503""";"gm. Nowe Miasto nad Wartą";"średzki";"Konin";8755;6944;6920;24;0;0;22;0;0
"=""302504""";"gm. Środa Wielkopolska";"średzki";"Konin";31886;25079;24905;174;0;0;59;0;0
"=""302505""";"gm. Zaniemyśl";"średzki";"Konin";6704;5272;5200;72;1;0;16;0;0
"Powiat śremski";"";"";"";58603;46380;46137;243;2;0;145;0;0
"=""302601""";"gm. Brodnica";"śremski";"Konin";4702;3722;3676;46;0;0;3;0;0
"=""302602""";"gm. Dolsk";"śremski";"Konin";5820;4559;4532;27;1;0;6;0;0
"=""302603""";"gm. Książ Wielkopolski";"śremski";"Konin";8164;6452;6440;12;0;0;17;0;0
"=""302604""";"gm. Śrem";"śremski";"Konin";39917;31647;31489;158;1;0;119;0;0
"Powiat turecki";"";"";"";81209;65245;64895;350;4;0;256;0;0
"=""302701""";"m. Turek";"turecki";"Konin";24274;20381;20299;82;0;0;55;0;0
"=""302702""";"gm. Brudzew";"turecki";"Konin";5910;4691;4672;19;0;0;11;0;0
"=""302703""";"gm. Dobra";"turecki";"Konin";5901;4719;4688;31;0;0;89;0;0
"=""302704""";"gm. Kawęczyn";"turecki";"Konin";5111;4073;4051;22;0;0;15;0;0
"=""302705""";"gm. Malanów";"turecki";"Konin";6530;5203;5175;28;1;0;18;0;0
"=""302706""";"gm. Przykona";"turecki";"Konin";4717;3688;3665;23;0;0;4;0;0
"=""302707""";"gm. Tuliszków";"turecki";"Konin";10297;8105;8033;72;1;0;36;0;0
"=""302708""";"gm. Turek";"turecki";"Konin";10480;8063;8029;34;0;0;17;0;0
"=""302709""";"gm. Władysławów";"turecki";"Konin";7989;6322;6283;39;2;0;11;0;0
"Powiat wągrowiecki";"";"";"";67206;53142;52823;319;1;0;175;0;0
"=""302801""";"m. Wągrowiec";"wągrowiecki";"Piła";23594;19147;19017;130;1;0;51;0;0
"=""302802""";"gm. Damasławek";"wągrowiecki";"Piła";5157;4098;4073;25;0;0;15;0;0
"=""302803""";"gm. Gołańcz";"wągrowiecki";"Piła";7827;6144;6108;36;0;0;31;0;0
"=""302804""";"gm. Mieścisko";"wągrowiecki";"Piła";5851;4627;4608;19;0;0;13;0;0
"=""302805""";"gm. Skoki";"wągrowiecki";"Piła";9706;7490;7431;59;0;0;18;0;0
"=""302806""";"gm. Wapno";"wągrowiecki";"Piła";2824;2257;2242;15;0;0;22;0;0
"=""302807""";"gm. Wągrowiec";"wągrowiecki";"Piła";12247;9379;9344;35;0;0;25;0;0
"Powiat wolsztyński";"";"";"";55903;43806;43623;183;2;0;142;0;0
"=""302901""";"gm. Przemęt";"wolsztyński";"Poznań";13989;10889;10848;41;0;0;33;0;0
"=""302902""";"gm. Siedlec";"wolsztyński";"Poznań";12541;9725;9700;25;1;0;63;0;0
"=""302903""";"gm. Wolsztyn";"wolsztyński";"Poznań";29373;23192;23075;117;1;0;46;0;0
"Powiat wrzesiński";"";"";"";74336;59381;59133;248;4;0;184;0;0
"=""303001""";"gm. Kołaczkowo";"wrzesiński";"Konin";5722;4534;4520;14;0;0;16;0;0
"=""303002""";"gm. Miłosław";"wrzesiński";"Konin";9716;7801;7758;43;0;0;22;0;0
"=""303003""";"gm. Nekla";"wrzesiński";"Konin";7574;5985;5942;43;3;0;13;0;0
"=""303004""";"gm. Pyzdry";"wrzesiński";"Konin";6699;5426;5356;70;0;0;17;0;0
"=""303005""";"gm. Września";"wrzesiński";"Konin";44625;35635;35557;78;1;0;116;0;0
"Powiat złotowski";"";"";"";65585;52567;52331;236;0;0;183;0;0
"=""303101""";"m. Złotów";"złotowski";"Piła";16807;13906;13868;38;0;0;44;0;0
"=""303102""";"gm. Jastrowie";"złotowski";"Piła";10556;8480;8464;16;0;0;30;0;0
"=""303103""";"gm. Krajenka";"złotowski";"Piła";7290;5773;5747;26;0;0;19;0;0
"=""303104""";"gm. Lipka";"złotowski";"Piła";5338;4218;4196;22;0;0;24;0;0
"=""303105""";"gm. Okonek";"złotowski";"Piła";8006;6490;6469;21;0;0;18;0;0
"=""303106""";"gm. Tarnówka";"złotowski";"Piła";3022;2351;2309;42;0;0;2;0;0
"=""303107""";"gm. Zakrzewo";"złotowski";"Piła";4816;3801;3759;42;0;0;16;0;0
"=""303108""";"gm. Złotów";"złotowski";"Piła";9750;7548;7519;29;0;0;30;0;0
"Miasto na prawach powiatu";"";"";""
"=""306101""";"m. Kalisz";"Kalisz";"Kalisz";88760;74070;73728;342;1;0;206;0;0
"Miasto na prawach powiatu";"";"";""
"=""306201""";"m. Konin";"Konin";"Konin";64817;54884;54746;138;1;0;223;0;0
"Miasto na prawach powiatu";"";"";""
"=""306301""";"m. Leszno";"Leszno";"Leszno";56578;46482;46242;240;1;0;105;0;0
"Miasto na prawach powiatu";"";"";""
"=""306401""";"m. Poznań";"Poznań";"Poznań";459708;377152;368701;8451;46;1;848;0;0
"Powiat białogardzki";"";"";"";42585;34791;34499;292;2;0;143;0;0
"=""320101""";"m. Białogard";"białogardzki";"Koszalin";20919;17319;17160;159;0;0;78;0;0
"=""320102""";"gm. Białogard";"białogardzki";"Koszalin";7117;5793;5757;36;1;0;20;0;0
"=""320103""";"gm. Karlino";"białogardzki";"Koszalin";8268;6650;6606;44;1;0;19;0;0
"=""320104""";"gm. Tychowo";"białogardzki";"Koszalin";6281;5029;4976;53;0;0;26;0;0
"Powiat choszczeński";"";"";"";44156;36246;36012;234;2;0;146;0;0
"=""320201""";"gm. Bierzwnik";"choszczeński";"Koszalin";4573;3699;3660;39;0;0;33;0;0
"=""320202""";"gm. Choszczno";"choszczeński";"Koszalin";19398;16053;15960;93;2;0;36;0;0
"=""320203""";"gm. Drawno";"choszczeński";"Koszalin";4683;3916;3870;46;0;0;51;0;0
"=""320204""";"gm. Krzęcin";"choszczeński";"Koszalin";3319;2712;2686;26;0;0;5;0;0
"=""320205""";"gm. Pełczyce";"choszczeński";"Koszalin";7207;5787;5777;10;0;0;14;0;0
"=""320206""";"gm. Recz";"choszczeński";"Koszalin";4976;4079;4059;20;0;0;7;0;0
"Powiat drawski";"";"";"";52978;43129;42715;414;6;0;196;0;0
"=""320301""";"gm. Czaplinek";"drawski";"Koszalin";10999;8991;8871;120;1;0;29;0;0
"=""320302""";"gm. Drawsko Pomorskie";"drawski";"Koszalin";16036;13118;12997;121;2;0;48;0;0
"=""320303""";"gm. Kalisz Pomorski";"drawski";"Koszalin";6754;5385;5332;53;1;0;22;0;0
"=""320305""";"gm. Wierzchowo";"drawski";"Koszalin";4081;3327;3308;19;0;0;14;0;0
"=""320306""";"gm. Złocieniec";"drawski";"Koszalin";15108;12308;12207;101;2;0;83;0;0
"Powiat goleniowski";"";"";"";76516;61811;61177;634;0;0;273;0;0
"=""320402""";"gm. Goleniów";"goleniowski";"Szczecin";33782;27198;27021;177;0;0;53;0;0
"=""320403""";"gm. Maszewo";"goleniowski";"Szczecin";8376;6639;6486;153;0;0;21;0;0
"=""320404""";"gm. Nowogard";"goleniowski";"Szczecin";22279;18186;18008;178;0;0;167;0;0
"=""320405""";"gm. Osina";"goleniowski";"Szczecin";2872;2309;2262;47;0;0;10;0;0
"=""320406""";"gm. Przybiernów";"goleniowski";"Szczecin";4703;3846;3816;30;0;0;13;0;0
"=""320407""";"gm. Stepnica";"goleniowski";"Szczecin";4504;3633;3584;49;0;0;9;0;0
"Powiat gryficki";"";"";"";55096;45045;44429;616;4;0;230;0;0
"=""320501""";"gm. Brojce";"gryficki";"Szczecin";3535;2777;2760;17;0;0;6;0;0
"=""320502""";"gm. Gryfice";"gryficki";"Szczecin";21488;17562;17392;170;0;0;48;0;0
"=""320503""";"gm. Karnice";"gryficki";"Szczecin";3717;3073;2985;88;0;0;8;0;0
"=""320504""";"gm. Płoty";"gryficki";"Szczecin";8144;6608;6542;66;2;0;12;0;0
"=""320507""";"gm. Rewal";"gryficki";"Szczecin";3684;3120;2929;191;2;0;4;0;0
"=""320508""";"gm. Trzebiatów";"gryficki";"Szczecin";14528;11905;11821;84;0;0;152;0;0
"Powiat gryfiński";"";"";"";75454;61481;60913;568;12;0;218;0;0
"=""320601""";"gm. Banie";"gryfiński";"Szczecin";5845;4757;4728;29;0;0;14;0;0
"=""320602""";"gm. Cedynia";"gryfiński";"Szczecin";3962;3258;3170;88;9;0;7;0;0
"=""320603""";"gm. Chojna";"gryfiński";"Szczecin";12872;10418;10343;75;1;0;35;0;0
"=""320604""";"gm. Gryfino";"gryfiński";"Szczecin";28554;23379;23252;127;0;0;66;0;0
"=""320605""";"gm. Mieszkowice";"gryfiński";"Szczecin";6557;5317;5300;17;0;0;15;0;0
"=""320606""";"gm. Moryń";"gryfiński";"Szczecin";4097;3283;3244;39;0;0;58;0;0
"=""320607""";"gm. Stare Czarnowo";"gryfiński";"Szczecin";3613;2946;2855;91;1;0;6;0;0
"=""320608""";"gm. Trzcińsko-Zdrój";"gryfiński";"Szczecin";4930;4067;4001;66;1;0;11;0;0
"=""320609""";"gm. Widuchowa";"gryfiński";"Szczecin";5024;4056;4020;36;0;0;6;0;0
"Powiat kamieński";"";"";"";43074;35949;35393;556;8;1;75;0;0
"=""320701""";"gm. Dziwnów";"kamieński";"Szczecin";3557;3050;2946;104;0;0;9;0;0
"=""320702""";"gm. Golczewo";"kamieński";"Szczecin";5525;4561;4504;57;0;1;10;0;0
"=""320703""";"gm. Kamień Pomorski";"kamieński";"Szczecin";12917;10858;10762;96;2;0;31;0;0
"=""320704""";"gm. Międzyzdroje";"kamieński";"Szczecin";5813;4949;4825;124;4;0;8;0;0
"=""320705""";"gm. Świerzno";"kamieński";"Szczecin";3968;3227;3189;38;1;0;2;0;0
"=""320706""";"gm. Wolin";"kamieński";"Szczecin";11294;9304;9167;137;1;0;15;0;0
"Powiat kołobrzeski";"";"";"";72562;60396;59425;971;4;0;189;0;0
"=""320801""";"m. Kołobrzeg";"kołobrzeski";"Koszalin";40435;34406;33970;436;0;0;102;0;0
"=""320802""";"gm. Dygowo";"kołobrzeski";"Koszalin";5317;4314;4264;50;1;0;32;0;0
"=""320803""";"gm. Gościno";"kołobrzeski";"Koszalin";5167;4083;4035;48;1;0;13;0;0
"=""320804""";"gm. Kołobrzeg";"kołobrzeski";"Koszalin";10463;8534;8267;267;2;0;22;0;0
"=""320805""";"gm. Rymań";"kołobrzeski";"Koszalin";3747;3075;3046;29;0;0;6;0;0
"=""320806""";"gm. Siemyśl";"kołobrzeski";"Koszalin";3819;3024;3012;12;0;0;9;0;0
"=""320807""";"gm. Ustronie Morskie";"kołobrzeski";"Koszalin";3614;2960;2831;129;0;0;5;0;0
"Powiat koszaliński";"";"";"";61696;49826;48957;869;6;0;399;0;0
"=""320901""";"gm. Będzino";"koszaliński";"Koszalin";8306;6748;6690;58;0;0;17;0;0
"=""320902""";"gm. Biesiekierz";"koszaliński";"Koszalin";6297;4960;4863;97;0;0;113;0;0
"=""320903""";"gm. Bobolice";"koszaliński";"Koszalin";8279;6658;6604;54;0;0;88;0;0
"=""320904""";"gm. Manowo";"koszaliński";"Koszalin";5327;4335;4227;108;0;0;13;0;0
"=""320905""";"gm. Mielno";"koszaliński";"Koszalin";4468;3763;3652;111;6;0;29;0;0
"=""320906""";"gm. Polanów";"koszaliński";"Koszalin";7898;6414;6343;71;0;0;77;0;0
"=""320907""";"gm. Sianów";"koszaliński";"Koszalin";13143;10688;10501;187;0;0;42;0;0
