Kod TERYT;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
247601;m. Świętochłowice;Świętochłowice;Katowice;42144;34965;34857;108
Miasto na prawach powiatu;;;;;;;
247701;m. Tychy;Tychy;Katowice;113743;93116;92604;512
Miasto na prawach powiatu;;;;;;;
247801;m. Zabrze;Zabrze;Katowice;143671;119635;119225;410
Miasto na prawach powiatu;;;;;;;
247901;m. Żory;Żory;Bielsko-Biała;57819;46341;46185;156
Powiat buski;;;;68055;56797;56156;641
260101;gm. Busko-Zdrój;buski;Kielce;29859;25055;24940;115
260102;gm. Gnojno;buski;Kielce;4341;3552;3515;37
260103;gm. Nowy Korczyn;buski;Kielce;5649;4735;4636;99
260104;gm. Pacanów;buski;Kielce;7099;5934;5795;139
260105;gm. Solec-Zdrój;buski;Kielce;4923;3987;3925;62
260106;gm. Stopnica;buski;Kielce;7301;6086;6006;80
260107;gm. Tuczępy;buski;Kielce;3614;3015;2969;46
260108;gm. Wiślica;buski;Kielce;5269;4433;4370;63
Powiat jędrzejowski;;;;82145;67365;66782;583
260201;gm. Imielno;jędrzejowski;Kielce;4211;3422;3377;45
260202;gm. Jędrzejów;jędrzejowski;Kielce;26320;21731;21706;25
260203;gm. Małogoszcz;jędrzejowski;Kielce;11256;9133;9075;58
260204;gm. Nagłowice;jędrzejowski;Kielce;4750;3890;3843;47
260205;gm. Oksa;jędrzejowski;Kielce;4479;3677;3596;81
260206;gm. Sędziszów;jędrzejowski;Kielce;12002;9839;9727;112
260207;gm. Słupia (Jędrzejowska);jędrzejowski;Kielce;4101;3385;3341;44
260208;gm. Sobków;jędrzejowski;Kielce;8359;6712;6632;80
260209;gm. Wodzisław;jędrzejowski;Kielce;6667;5576;5485;91
Powiat kazimierski;;;;32052;27010;26693;317
260301;gm. Bejsce;kazimierski;Kielce;3834;3220;3174;46
260302;gm. Czarnocin;kazimierski;Kielce;3672;3088;3056;32
260303;gm. Kazimierza Wielka;kazimierski;Kielce;15153;12830;12702;128
260304;gm. Opatowiec;kazimierski;Kielce;3162;2724;2638;86
260305;gm. Skalbmierz;kazimierski;Kielce;6231;5148;5123;25
Powiat kielecki;;;;208796;167785;166014;1771
260401;gm. Bieliny;kielecki;Kielce;10216;8081;8042;39
260402;gm. Bodzentyn;kielecki;Kielce;11109;8976;8892;84
260403;gm. Chęciny;kielecki;Kielce;14617;11958;11883;75
260404;gm. Chmielnik;kielecki;Kielce;10751;8734;8664;70
260405;gm. Daleszyce;kielecki;Kielce;15876;12761;12574;187
260406;gm. Górno;kielecki;Kielce;14805;11592;11483;109
260407;gm. Łagów;kielecki;Kielce;6697;5361;5302;59
260408;gm. Łopuszno;kielecki;Kielce;8935;7149;7050;99
260409;gm. Masłów;kielecki;Kielce;11142;9015;8929;86
260410;gm. Miedziana Góra;kielecki;Kielce;11783;9453;9368;85
260411;gm. Mniów;kielecki;Kielce;9196;7403;7355;48
260412;gm. Morawica;kielecki;Kielce;16989;13248;13182;66
260413;gm. Nowa Słupia;kielecki;Kielce;9130;7574;7379;195
260414;gm. Piekoszów;kielecki;Kielce;16374;13154;13050;104
260415;gm. Pierzchnica;kielecki;Kielce;4587;3720;3639;81
260416;gm. Raków;kielecki;Kielce;5374;4450;4394;56
260417;gm. Nowiny;kielecki;Kielce;7759;6184;6031;153
260418;gm. Strawczyn;kielecki;Kielce;11187;8761;8717;44
260419;gm. Zagnańsk;kielecki;Kielce;12269;10211;10080;131
Powiat konecki;;;;75503;63490;62979;511
260501;gm. Fałków;konecki;Kielce;4228;3552;3492;60
260502;gm. Gowarczów;konecki;Kielce;4520;3722;3677;45
260503;gm. Końskie;konecki;Kielce;32841;27763;27685;78
260504;gm. Radoszyce;konecki;Kielce;8511;6996;6930;66
260505;gm. Ruda Maleniecka;konecki;Kielce;2950;2493;2424;69
260506;gm. Słupia Konecka;konecki;Kielce;3109;2560;2513;47
260507;gm. Smyków;konecki;Kielce;3767;3033;3020;13
260508;gm. Stąporków;konecki;Kielce;15577;13371;13238;133
Powiat opatowski;;;;49846;41612;41078;534
260601;gm. Baćkowice;opatowski;Kielce;4732;3876;3847;29
260602;gm. Iwaniska;opatowski;Kielce;6448;5320;5274;46
260603;gm. Lipnik;opatowski;Kielce;5015;4183;4152;31
260604;gm. Opatów;opatowski;Kielce;10931;9244;9177;67
260605;gm. Ożarów;opatowski;Kielce;10203;8467;8317;150
260606;gm. Sadowie;opatowski;Kielce;3773;3156;3111;45
260607;gm. Tarłów;opatowski;Kielce;4869;4131;4025;106
260608;gm. Wojciechowice;opatowski;Kielce;3875;3235;3175;60
Powiat ostrowiecki;;;;99194;84252;83682;570
260701;m. Ostrowiec Świętokrzyski;ostrowiecki;Kielce;60288;51761;51524;237
260702;gm. Bałtów;ostrowiecki;Kielce;3394;2876;2800;76
260703;gm. Bodzechów;ostrowiecki;Kielce;12826;10763;10723;40
260704;gm. Ćmielów;ostrowiecki;Kielce;6881;5789;5698;91
260705;gm. Kunów;ostrowiecki;Kielce;9313;7784;7701;83
260706;gm. Waśniów;ostrowiecki;Kielce;6492;5279;5236;43
Powiat pińczowski;;;;37260;31141;30689;452
260801;gm. Działoszyce;pińczowski;Kielce;4708;3980;3922;58
260802;gm. Kije;pińczowski;Kielce;4314;3592;3528;64
260803;gm. Michałów;pińczowski;Kielce;4587;3769;3627;142
260804;gm. Pińczów;pińczowski;Kielce;19322;16123;15981;142
260805;gm. Złota;pińczowski;Kielce;4329;3677;3631;46
Powiat sandomierski;;;;73451;61653;61108;545
260901;m. Sandomierz;sandomierski;Kielce;21248;18214;18077;137
260902;gm. Dwikozy;sandomierski;Kielce;8369;6952;6933;19
260903;gm. Klimontów;sandomierski;Kielce;7814;6482;6425;57
260904;gm. Koprzywnica;sandomierski;Kielce;6484;5406;5349;57
260905;gm. Łoniów;sandomierski;Kielce;7357;6079;5967;112
260906;gm. Obrazów;sandomierski;Kielce;6201;5187;5173;14
260907;gm. Samborzec;sandomierski;Kielce;8245;6885;6841;44
260908;gm. Wilczyce;sandomierski;Kielce;3579;2987;2949;38
260909;gm. Zawichost;sandomierski;Kielce;4154;3461;3394;67
Powiat skarżyski;;;;68157;58099;57716;383
261001;m. Skarżysko-Kamienna;skarżyski;Kielce;40339;34688;34490;198
261002;gm. Bliżyn;skarżyski;Kielce;7694;6528;6470;58
261003;gm. Łączna;skarżyski;Kielce;4949;4091;4047;44
261004;gm. Skarżysko Kościelne;skarżyski;Kielce;5796;4792;4784;8
261005;gm. Suchedniów;skarżyski;Kielce;9379;8000;7925;75
Powiat starachowicki;;;;83075;69532;69074;458
261101;m. Starachowice;starachowicki;Kielce;43039;36895;36758;137
261102;gm. Brody;starachowicki;Kielce;10405;8617;8453;164
261103;gm. Mirzec;starachowicki;Kielce;8135;6604;6548;56
261104;gm. Pawłów;starachowicki;Kielce;15045;11988;11948;40
261105;gm. Wąchock;starachowicki;Kielce;6451;5428;5367;61
Powiat staszowski;;;;69662;57382;56959;423
261201;gm. Bogoria;staszowski;Kielce;7598;6139;6098;41
261202;gm. Łubnice;staszowski;Kielce;4030;3324;3292;32
261203;gm. Oleśnica;staszowski;Kielce;3810;3127;3088;39
261204;gm. Osiek;staszowski;Kielce;7596;6195;6161;34
261205;gm. Połaniec;staszowski;Kielce;11228;9172;9094;78
261206;gm. Rytwiany;staszowski;Kielce;6330;5230;5208;22
261207;gm. Staszów;staszowski;Kielce;24545;20490;20349;141
261208;gm. Szydłów;staszowski;Kielce;4525;3705;3669;36
Powiat włoszczowski;;;;44020;36198;35871;327
261301;gm. Kluczewsko;włoszczowski;Kielce;5149;4182;4130;52
261302;gm. Krasocin;włoszczowski;Kielce;10434;8492;8456;36
261303;gm. Moskorzew;włoszczowski;Kielce;2645;2209;2124;85
261304;gm. Radków;włoszczowski;Kielce;2392;1997;1956;41
261305;gm. Secemin;włoszczowski;Kielce;4635;3777;3738;39
261306;gm. Włoszczowa;włoszczowski;Kielce;18765;15541;15467;74
Miasto na prawach powiatu;;;;;;;
266101;m. Kielce;Kielce;Kielce;175507;145166;144278;888
Powiat bartoszycki;;;;53091;43680;43461;219
280101;m. Bartoszyce;bartoszycki;Elbląg;20892;17441;17403;38
280102;m. Górowo Iławeckie;bartoszycki;Elbląg;3608;3050;3034;16
280103;gm. Bartoszyce;bartoszycki;Elbląg;10370;8405;8337;68
280104;gm. Bisztynek;bartoszycki;Elbląg;5876;4802;4781;21
280105;gm. Górowo Iławeckie;bartoszycki;Elbląg;6492;5246;5212;34
280106;gm. Sępopol;bartoszycki;Elbląg;5853;4736;4694;42
Powiat braniewski;;;;37820;31048;30676;372
280201;m. Braniewo;braniewski;Elbląg;15259;12508;12426;82
280202;gm. Braniewo;braniewski;Elbląg;5751;4662;4621;41
280203;gm. Frombork;braniewski;Elbląg;3275;2735;2676;59
280204;gm. Lelkowo;braniewski;Elbląg;2630;2164;2108;56
280205;gm. Pieniężno;braniewski;Elbląg;5809;4890;4812;78
280206;gm. Płoskinia;braniewski;Elbląg;2413;1924;1900;24
280207;gm. Wilczęta;braniewski;Elbląg;2683;2165;2133;32
Powiat działdowski;;;;62010;49933;49641;292
280301;m. Działdowo;działdowski;Elbląg;19601;16125;16075;50
280302;gm. Działdowo;działdowski;Elbląg;9615;7484;7462;22
280303;gm. Iłowo-Osada;działdowski;Elbląg;6814;5405;5365;40
280304;gm. Lidzbark;działdowski;Elbląg;13588;10993;10869;124
280305;gm. Płośnica;działdowski;Elbląg;5433;4382;4358;24
280306;gm. Rybno;działdowski;Elbląg;6959;5544;5512;32
Powiat elbląski;;;;54482;43951;43577;374
280401;gm. Elbląg;elbląski;Elbląg;7352;5843;5787;56
280402;gm. Godkowo;elbląski;Elbląg;2935;2371;2347;24
280403;gm. Gronowo Elbląskie;elbląski;Elbląg;4786;3810;3791;19
280404;gm. Markusy;elbląski;Elbląg;3920;3088;3060;28
280405;gm. Milejewo;elbląski;Elbląg;3263;2640;2581;59
280406;gm. Młynary;elbląski;Elbląg;4333;3542;3461;81
280407;gm. Pasłęk;elbląski;Elbląg;18263;14783;14746;37
280408;gm. Rychliki;elbląski;Elbląg;3630;2946;2925;21
280409;gm. Tolkmicko;elbląski;Elbląg;6000;4928;4879;49
Powiat ełcki;;;;83672;67096;66600;496
280501;m. Ełk;ełcki;Olsztyn;55181;44384;44211;173
280502;gm. Ełk;ełcki;Olsztyn;11672;9181;9053;128
280503;gm. Kalinowo;ełcki;Olsztyn;6387;5135;5097;38
280504;gm. Prostki;ełcki;Olsztyn;6970;5526;5461;65
280505;gm. Stare Juchy;ełcki;Olsztyn;3462;2870;2778;92
Powiat giżycki;;;;52345;43125;42693;432
280601;m. Giżycko;giżycki;Olsztyn;25599;21475;21367;108
280604;gm. Giżycko;giżycki;Olsztyn;8746;7017;6883;134
280605;gm. Kruklanki;giżycki;Olsztyn;3038;2435;2415;20
280606;gm. Miłki;giżycki;Olsztyn;3664;2968;2923;45
280608;gm. Ryn;giżycki;Olsztyn;5328;4368;4343;25
280610;gm. Wydminy;giżycki;Olsztyn;5970;4862;4762;100
Powiat iławski;;;;87785;69964;69670;294
280701;m. Iława;iławski;Elbląg;30455;24995;24941;54
280702;m. Lubawa;iławski;Elbląg;9744;7576;7547;29
280703;gm. Iława;iławski;Elbląg;12795;9937;9879;58
280704;gm. Kisielice;iławski;Elbląg;5793;4613;4567;46
280705;gm. Lubawa;iławski;Elbląg;10626;8244;8227;17
280706;gm. Susz;iławski;Elbląg;12025;9373;9349;24
280707;gm. Zalewo;iławski;Elbląg;6347;5226;5160;66
Powiat kętrzyński;;;;57382;47640;47464;176
280801;m. Kętrzyn;kętrzyński;Olsztyn;24470;20539;20506;33
280802;gm. Barciany;kętrzyński;Olsztyn;5721;4676;4637;39
280803;gm. Kętrzyn;kętrzyński;Olsztyn;7677;6187;6178;9
280804;gm. Korsze;kętrzyński;Olsztyn;9013;7406;7371;35
280805;gm. Reszel;kętrzyński;Olsztyn;6912;5848;5799;49
280806;gm. Srokowo;kętrzyński;Olsztyn;3589;2984;2973;11
Powiat lidzbarski;;;;37880;31094;30905;189
280901;m. Lidzbark Warmiński;lidzbarski;Elbląg;14061;11697;11671;26
280902;gm. Kiwity;lidzbarski;Elbląg;3135;2547;2511;36
280903;gm. Lidzbark Warmiński;lidzbarski;Elbląg;6389;5174;5136;38
280904;gm. Lubomino;lidzbarski;Elbląg;3488;2754;2736;18
280905;gm. Orneta;lidzbarski;Elbląg;10807;8922;8851;71
Powiat mrągowski;;;;46522;38255;37922;333
281001;m. Mrągowo;mrągowski;Olsztyn;19612;16270;16215;55
281002;gm. Mikołajki;mrągowski;Olsztyn;7359;6136;6065;71
281003;gm. Mrągowo;mrągowski;Olsztyn;7849;6335;6267;68
281004;gm. Piecki;mrągowski;Olsztyn;7294;5959;5913;46
281005;gm. Sorkwity;mrągowski;Olsztyn;4408;3555;3462;93
Powiat nidzicki;;;;30649;25036;24877;159
281101;gm. Janowiec Kościelny;nidzicki;Olsztyn;3091;2491;2435;56
281102;gm. Janowo;nidzicki;Olsztyn;2521;2041;2037;4
281103;gm. Kozłowo;nidzicki;Olsztyn;5647;4497;4463;34
281104;gm. Nidzica;nidzicki;Olsztyn;19390;16007;15942;65
Powiat nowomiejski;;;;42111;33209;33009;200
281201;m. Nowe Miasto Lubawskie;nowomiejski;Elbląg;9725;7977;7892;85
281202;gm. Biskupiec;nowomiejski;Elbląg;9041;7199;7156;43
281203;gm. Grodziczno;nowomiejski;Elbląg;6120;4757;4736;21
281204;gm. Kurzętnik;nowomiejski;Elbląg;9015;6945;6918;27
281205;gm. Nowe Miasto Lubawskie;nowomiejski;Elbląg;8210;6331;6307;24
Powiat olecki;;;;31358;25305;25124;181
281303;gm. Kowale Oleckie;olecki;Olsztyn;4582;3700;3681;19
281304;gm. Olecko;olecki;Olsztyn;20024;16194;16098;96
281305;gm. Świętajno;olecki;Olsztyn;3622;2901;2861;40
281306;gm. Wieliczki;olecki;Olsztyn;3130;2510;2484;26
Powiat olsztyński;;;;124009;99043;97946;1095
281401;gm. Barczewo;olsztyński;Olsztyn;17042;13586;13483;103
281402;gm. Biskupiec;olsztyński;Olsztyn;17339;14247;14220;27
281403;gm. Dobre Miasto;olsztyński;Olsztyn;14736;11982;11940;42
281404;gm. Dywity;olsztyński;Olsztyn;12837;10135;9960;175
281405;gm. Gietrzwałd;olsztyński;Olsztyn;6649;5272;5096;176
281406;gm. Jeziorany;olsztyński;Olsztyn;7098;5804;5772;32
281407;gm. Jonkowo;olsztyński;Olsztyn;7420;5946;5868;78
281408;gm. Kolno;olsztyński;Olsztyn;2954;2417;2400;17
281409;gm. Olsztynek;olsztyński;Olsztyn;12830;10336;10259;77
281410;gm. Purda;olsztyński;Olsztyn;8653;6928;6768;160
281411;gm. Stawiguda;olsztyński;Olsztyn;12672;9368;9188;178
281412;gm. Świątki;olsztyński;Olsztyn;3779;3022;2992;30
Powiat ostródzki;;;;97038;78631;77870;761
281501;m. Ostróda;ostródzki;Elbląg;29697;24537;24412;125
281502;gm. Dąbrówno;ostródzki;Elbląg;3989;3197;3144;53
281503;gm. Grunwald;ostródzki;Elbląg;5263;4156;4089;67
281504;gm. Łukta;ostródzki;Elbląg;4378;3485;3379;106
281505;gm. Małdyty;ostródzki;Elbląg;5804;4685;4608;77
281506;gm. Miłakowo;ostródzki;Elbląg;5099;4151;4116;35
281507;gm. Miłomłyn;ostródzki;Elbląg;4738;3849;3795;54
281508;gm. Morąg;ostródzki;Elbląg;22518;18263;18106;157
281509;gm. Ostróda;ostródzki;Elbląg;15552;12308;12221;87
Powiat piski;;;;52151;42586;42387;199
281601;gm. Biała Piska;piski;Olsztyn;10785;8659;8647;12
281602;gm. Orzysz;piski;Olsztyn;8324;6817;6787;30
281603;gm. Pisz;piski;Olsztyn;25699;20922;20836;86
281604;gm. Ruciane-Nida;piski;Olsztyn;7343;6188;6117;71
Powiat szczycieński;;;;66544;53959;53530;429
281701;m. Szczytno;szczycieński;Olsztyn;21029;17567;17507;60
281702;gm. Dźwierzuty;szczycieński;Olsztyn;6146;5079;5007;72
281703;gm. Jedwabno;szczycieński;Olsztyn;3592;2924;2867;57
281704;gm. Pasym;szczycieński;Olsztyn;5048;4176;4110;66
281705;gm. Rozogi;szczycieński;Olsztyn;5503;4374;4349;25
281706;gm. Szczytno;szczycieński;Olsztyn;13222;10285;10207;78
281707;gm. Świętajno;szczycieński;Olsztyn;5571;4574;4530;44
281708;gm. Wielbark;szczycieński;Olsztyn;6433;4980;4953;27
Powiat gołdapski;;;;24733;19849;19735;114
281801;gm. Banie Mazurskie;gołdapski;Olsztyn;3420;2870;2838;32
281802;gm. Dubeninki;gołdapski;Olsztyn;2760;2216;2202;14
281803;gm. Gołdap;gołdapski;Olsztyn;18553;14763;14695;68
Powiat węgorzewski;;;;20944;17183;17064;119
281901;gm. Budry;węgorzewski;Olsztyn;2733;2259;2248;11
281902;gm. Pozezdrze;węgorzewski;Olsztyn;3122;2571;2525;46
281903;gm. Węgorzewo;węgorzewski;Olsztyn;15089;12353;12291;62
Miasto na prawach powiatu;;;;;;;
286101;m. Elbląg;Elbląg;Elbląg;104207;86694;86377;317
Miasto na prawach powiatu;;;;;;;
286201;m. Olsztyn;Olsztyn;Olsztyn;151112;124060;122758;1302
Powiat chodzieski;;;;44290;35909;35674;235
300101;m. Chodzież;chodzieski;Piła;16663;13988;13907;81
300102;gm. Budzyń;chodzieski;Piła;8175;6429;6393;36
300103;gm. Chodzież;chodzieski;Piła;6036;4736;4709;27
300104;gm. Margonin;chodzieski;Piła;6233;4951;4902;49
300105;gm. Szamocin;chodzieski;Piła;7183;5805;5763;42
Powiat czarnkowsko-trzcianecki;;;;82527;66149;65810;339
300201;m. Czarnków;czarnkowsko-trzcianecki;Piła;9826;8130;8073;57
300202;gm. Czarnków;czarnkowsko-trzcianecki;Piła;11273;8852;8795;57
300203;gm. Drawsko;czarnkowsko-trzcianecki;Piła;5599;4536;4520;16
300204;gm. Krzyż Wielkopolski;czarnkowsko-trzcianecki;Piła;8112;6578;6528;50
300205;gm. Lubasz;czarnkowsko-trzcianecki;Piła;7485;5868;5823;45
300206;gm. Połajewo;czarnkowsko-trzcianecki;Piła;6087;4794;4777;17
300207;gm. Trzcianka;czarnkowsko-trzcianecki;Piła;22541;18038;17962;76
300208;gm. Wieleń;czarnkowsko-trzcianecki;Piła;11604;9353;9332;21
Powiat gnieźnieński;;;;137737;109533;108761;772
300301;m. Gniezno;gnieźnieński;Konin;61104;50033;49777;256
300302;gm. Czerniejewo;gnieźnieński;Konin;7116;5526;5475;51
300303;gm. Gniezno;gnieźnieński;Konin;13662;10186;10001;185
300304;gm. Kiszkowo;gnieźnieński;Konin;5294;4184;4161;23
300305;gm. Kłecko;gnieźnieński;Konin;7192;5678;5653;25
300306;gm. Łubowo;gnieźnieński;Konin;6934;5279;5215;64
300307;gm. Mieleszyn;gnieźnieński;Konin;3893;3003;2971;32
300308;gm. Niechanowo;gnieźnieński;Konin;5984;4610;4580;30
300309;gm. Trzemeszno;gnieźnieński;Konin;13645;10784;10738;46
300310;gm. Witkowo;gnieźnieński;Konin;12913;10250;10190;60
Powiat gostyński;;;;73358;58200;58028;172
300401;gm. Borek Wielkopolski;gostyński;Leszno;7174;5720;5695;25
300402;gm. Gostyń;gostyński;Leszno;26981;21501;21459;42
300403;gm. Krobia;gostyński;Leszno;12690;10020;10008;12
300404;gm. Pępowo;gostyński;Leszno;5836;4601;4577;24
300405;gm. Piaski;gostyński;Leszno;8383;6632;6591;41
300406;gm. Pogorzela;gostyński;Leszno;4789;3799;3794;5
300407;gm. Poniec;gostyński;Leszno;7505;5927;5904;23
Powiat grodziski;;;;50503;39409;39256;153
300501;gm. Granowo;grodziski;Poznań;5062;3897;3861;36
300502;gm. Grodzisk Wielkopolski;grodziski;Poznań;19149;15133;15084;49
300503;gm. Kamieniec;grodziski;Poznań;6427;5018;5004;14
300504;gm. Rakoniewice;grodziski;Poznań;13048;10079;10037;42
300505;gm. Wielichowo;grodziski;Poznań;6817;5282;5270;12
Powiat jarociński;;;;68824;54785;54643;142
300601;gm. Jaraczewo;jarociński;Kalisz;7710;6113;6098;15
300602;gm. Jarocin;jarociński;Kalisz;44042;35232;35161;71
300603;gm. Kotlin;jarociński;Kalisz;7016;5414;5403;11
300604;gm. Żerków;jarociński;Kalisz;10056;8026;7981;45
Powiat kaliski;;;;81995;65768;65404;364
300701;gm. Blizanów;kaliski;Kalisz;9921;7927;7890;37
300702;gm. Brzeziny;kaliski;Kalisz;5737;4578;4553;25
300703;gm. Ceków-Kolonia;kaliski;Kalisz;4723;3764;3738;26
300704;gm. Godziesze Wielkie;kaliski;Kalisz;9911;7744;7695;49
300705;gm. Koźminek;kaliski;Kalisz;7447;5975;5960;15
300706;gm. Lisków;kaliski;Kalisz;5072;4130;4119;11
300707;gm. Mycielin;kaliski;Kalisz;4732;3814;3781;33
300708;gm. Opatówek;kaliski;Kalisz;10487;8528;8480;48
300709;gm. Stawiszyn;kaliski;Kalisz;6832;5581;5544;37
300710;gm. Szczytniki;kaliski;Kalisz;7669;6156;6133;23
300711;gm. Żelazków;kaliski;Kalisz;9464;7571;7511;60
Powiat kępiński;;;;54513;43614;43393;221
300801;gm. Baranów;kępiński;Kalisz;8013;6316;6292;24
300802;gm. Bralin;kępiński;Kalisz;6027;4721;4692;29
300803;gm. Kępno;kępiński;Kalisz;23108;18661;18563;98
300804;gm. Łęka Opatowska;kępiński;Kalisz;5202;4110;4089;21
300805;gm. Perzów;kępiński;Kalisz;3665;2951;2935;16
300806;gm. Rychtal;kępiński;Kalisz;3624;2942;2919;23
300807;gm. Trzcinica;kępiński;Kalisz;4874;3913;3903;10
Powiat kolski;;;;82655;67310;67011;299
300901;m. Koło;kolski;Konin;19321;16133;16068;65
300902;gm. Babiak;kolski;Konin;7593;6135;6086;49
300903;gm. Chodów;kolski;Konin;2934;2463;2459;4
300904;gm. Dąbie;kolski;Konin;5959;4878;4862;16
300905;gm. Grzegorzew;kolski;Konin;5562;4465;4433;32
300906;gm. Kłodawa;kolski;Konin;12032;9932;9894;38
300907;gm. Koło;kolski;Konin;7868;6239;6208;31
300908;gm. Kościelec;kolski;Konin;6779;5383;5352;31
300909;gm. Olszówka;kolski;Konin;4328;3520;3516;4
300910;gm. Osiek Mały;kolski;Konin;6269;4919;4913;6
300911;gm. Przedecz;kolski;Konin;4010;3243;3220;23
Powiat koniński;;;;128519;103028;102406;622
301001;gm. Golina;koniński;Konin;12107;9773;9714;59
301002;gm. Grodziec;koniński;Konin;5043;4028;4002;26
301003;gm. Kazimierz Biskupi;koniński;Konin;11416;9220;9179;41
301004;gm. Kleczew;koniński;Konin;9689;7908;7869;39
301005;gm. Kramsk;koniński;Konin;11463;9112;9069;43
301006;gm. Krzymów;koniński;Konin;8182;6434;6394;40
301007;gm. Rychwał;koniński;Konin;8063;6517;6467;50
301008;gm. Rzgów;koniński;Konin;7208;5796;5773;23
301009;gm. Skulsk;koniński;Konin;5889;4788;4723;65
301010;gm. Sompolno;koniński;Konin;10198;8209;8191;18
301011;gm. Stare Miasto;koniński;Konin;12549;9808;9741;67
301012;gm. Ślesin;koniński;Konin;13790;11152;11089;63
301013;gm. Wierzbinek;koniński;Konin;7004;5532;5486;46
301014;gm. Wilczyn;koniński;Konin;5918;4751;4709;42
Powiat kościański;;;;75285;60217;59937;280
301101;m. Kościan;kościański;Leszno;21673;17791;17661;130
301102;gm. Czempiń;kościański;Leszno;11278;8975;8924;51
301103;gm. Kościan;kościański;Leszno;15924;12529;12504;25
301104;gm. Krzywiń;kościański;Leszno;9631;7621;7575;46
301105;gm. Śmigiel;kościański;Leszno;16779;13301;13273;28
Powiat krotoszyński;;;;73564;58769;58618;151
301201;m. Sulmierzyce;krotoszyński;Kalisz;2729;2161;2149;12
301202;gm. Kobylin;krotoszyński;Kalisz;7841;6196;6178;18
301203;gm. Koźmin Wielkopolski;krotoszyński;Kalisz;12684;10189;10172;17
301204;gm. Krotoszyn;krotoszyński;Kalisz;37908;30577;30503;74
301205;gm. Rozdrażew;krotoszyński;Kalisz;5049;3940;3934;6
301206;gm. Zduny;krotoszyński;Kalisz;7353;5706;5682;24
Powiat leszczyński;;;;58670;45368;45064;304
301301;gm. Krzemieniewo;leszczyński;Leszno;8007;6390;6367;23
301302;gm. Lipno;leszczyński;Leszno;9309;6940;6811;129
301303;gm. Osieczna;leszczyński;Leszno;9211;7292;7252;40
301304;gm. Rydzyna;leszczyński;Leszno;10264;7873;7812;61
301305;gm. Święciechowa;leszczyński;Leszno;8316;6448;6439;9
301306;gm. Wijewo;leszczyński;Leszno;3771;2869;2845;24
301307;gm. Włoszakowice;leszczyński;Leszno;9792;7556;7538;18
Powiat międzychodzki;;;;35258;28209;27893;316
301401;gm. Chrzypsko Wielkie;międzychodzki;Poznań;3237;2562;2494;68
301402;gm. Kwilcz;międzychodzki;Poznań;6278;4910;4795;115
301403;gm. Międzychód;międzychodzki;Poznań;17390;14050;13961;89
301404;gm. Sieraków;międzychodzki;Poznań;8353;6687;6643;44
Powiat nowotomyski;;;;73461;57641;57322;319
301501;gm. Kuślin;nowotomyski;Poznań;5221;4109;4080;29
301502;gm. Lwówek;nowotomyski;Poznań;8740;6943;6883;60
301503;gm. Miedzichowo;nowotomyski;Poznań;3814;2978;2944;34
301504;gm. Nowy Tomyśl;nowotomyski;Poznań;26415;20570;20441;129
301505;gm. Opalenica;nowotomyski;Poznań;15840;12434;12398;36
301506;gm. Zbąszyń;nowotomyski;Poznań;13431;10607;10576;31
Powiat obornicki;;;;56189;44346;43959;387
301601;gm. Oborniki;obornicki;Poznań;32174;25321;25090;231
301602;gm. Rogoźno;obornicki;Poznań;17085;13523;13409;114
301603;gm. Ryczywół;obornicki;Poznań;6930;5502;5460;42
Powiat ostrowski;;;;154748;124881;124547;334
301701;m. Ostrów Wielkopolski;ostrowski;Kalisz;66037;54556;54408;148
301702;gm. Nowe Skalmierzyce;ostrowski;Kalisz;15514;12256;12231;25
301703;gm. Odolanów;ostrowski;Kalisz;14499;11459;11420;39
301704;gm. Ostrów Wielkopolski;ostrowski;Kalisz;19101;15176;15153;23
301705;gm. Przygodzice;ostrowski;Kalisz;12243;9720;9689;31
301706;gm. Raszków;ostrowski;Kalisz;11528;9125;9118;7
301707;gm. Sieroszewice;ostrowski;Kalisz;9486;7501;7486;15
301708;gm. Sośnie;ostrowski;Kalisz;6340;5088;5042;46
Powiat ostrzeszowski;;;;54106;43162;42879;283
301801;gm. Czajków;ostrzeszowski;Kalisz;2519;1984;1971;13
301802;gm. Doruchów;ostrzeszowski;Kalisz;5302;4161;4144;17
301803;gm. Grabów nad Prosną;ostrzeszowski;Kalisz;7727;6165;6122;43
301804;gm. Kobyla Góra;ostrzeszowski;Kalisz;6102;4756;4715;41
301805;gm. Kraszewice;ostrzeszowski;Kalisz;3588;2825;2803;22
301806;gm. Mikstat;ostrzeszowski;Kalisz;5889;4728;4702;26
301807;gm. Ostrzeszów;ostrzeszowski;Kalisz;22979;18543;18422;121
Powiat pilski;;;;125568;101874;101098;776
301901;m. Piła;pilski;Piła;64856;53728;53239;489
301902;gm. Białośliwie;pilski;Piła;4541;3619;3590;29
301903;gm. Kaczory;pilski;Piła;7612;6001;5951;50
301904;gm. Łobżenica;pilski;Piła;9126;7173;7132;41
301905;gm. Miasteczko Krajeńskie;pilski;Piła;3051;2425;2399;26
301906;gm. Szydłowo;pilski;Piła;9439;7418;7352;66
301907;gm. Ujście;pilski;Piła;7542;6096;6062;34
301908;gm. Wyrzysk;pilski;Piła;13121;10452;10432;20
